domain,transcript,signal_level,topic,batch_id
tech_ai,"Hey guys, welcome back. If you haven't seen parts one and two, go watch those first because what I'm about to tell you in this video is honestly even more important, and I think this one is going to change how you see everything going on right now in the job market.

So look. The layoffs are not stopping. They are accelerating. Every single week there are more announcements, more pink slips, more people finding out their entire department just got replaced overnight by some AI tool that costs a company like twenty dollars a month. This is happening right now. This is not a future problem. This is your problem today.

And here's what nobody is telling you — the jobs that are disappearing are not just the low-skill jobs anymore. We are talking about writers, developers, designers, analysts, customer service, HR, legal, finance. Basically if you sit at a computer and you do things with your brain, there is an AI that is either already doing your job or it is being trained to do your job right now as you watch this video.

The companies know this. The executives know this. They are not going to tell you. They are going to keep cashing paychecks and collecting bonuses while quietly building the system that replaces you.

And the scary part? Most people are just completely asleep. They are going to work every day thinking everything is fine and they are going to wake up one morning and it is going to be too late. I see it happening already. People in my comments, people in my DMs, people reaching out saying I just got laid off I don't know what to do.

So what do you actually do? Honestly the answer is simple but most people don't want to hear it. You have to learn AI. You have to understand how these tools work, how to use them, how to make yourself someone that companies need instead of someone they can replace. The people who are winning right now are the people who adapted early. That window is closing fast.

It is genuinely adapt or get left behind at this point. There is no middle option. The middle is disappearing.

If you want to actually get ahead of this I have been putting together something with my team that goes deep on exactly what skills matter and what you need to do. I will drop the link below. A lot of people have already gone through it and the response has been incredible.

But even if you don't do that, just please take this seriously. Share this video with someone you care about. Subscribe if you are new because I am going to keep covering this as it develops.

This is part three but honestly we are nowhere near the end of this story. Stay tuned. Stay ready. I will see you in the next one.",LOW,tech layoffs and AI automation (part 3),3
tech_ai,"Last time we covered feature stores and offline serving. Today I want to focus on a problem that breaks most ML pipelines in production: training-serving skew.

Here's what happens. You train a model on historical data, deploy it, and accuracy drops. Not because your model is wrong, but because the features your model sees at inference time are computed differently than how they were computed during training. Same feature name, different logic. The model has no idea.

Let me make this concrete. Suppose you're building a fraud detection system at a company like Stripe. During training, you compute a feature called ""transactions in the last 7 days"" using a batch job over a PostgreSQL snapshot. That job uses UTC midnight as the cutoff. At serving time, your streaming pipeline computes the same feature using Kafka events, but the window calculation is based on event ingestion time, not transaction time. You've just introduced silent drift. Your model is evaluating features it was never actually trained on.

The fix is point-in-time correct feature computation, and it needs to happen in both paths.

The way teams like Uber's Michelangelo and LinkedIn's Feathr solve this is by defining feature logic once and executing it in two environments. You write the transformation in a format that can be transpiled to both Spark for batch and Flink or Kafka Streams for real-time. Tecton does this commercially. The key constraint is that your transformation language can't contain anything environment-specific — no Python datetime.now(), no database side effects.

Here's what that looks like in practice. You define a feature spec like this: transaction count over a 7-day trailing window, keyed by user ID, aggregated as count, using event timestamp as the time axis. That single definition gets executed by the batch engine during training data generation and by the streaming engine during inference. The guarantee is that given the same events and the same timestamp, both pipelines return the same value.

Now, how do you verify this is actually holding? You run shadow mode validation. For some percentage of live traffic, you compute features in both pipelines and log the results. Then you run a statistical comparison, something like a KL divergence check or a simple percentile diff, between the batch-computed and stream-computed values for the same user at the same logical time. If the distributions diverge past a threshold, you alert before it ever hits model inputs.

DoorDash published a blog post on exactly this — they found 15% of their features had measurable skew before they implemented this kind of dual-path validation.

The broader principle is that features are contracts. Treat them the way engineers treat API schemas: versioned, tested, and consistent across environments.

Next part we'll get into model versioning and how to safely run A/B experiments on serving infrastructure without contaminating your training labels.",HIGH,system design for ML pipelines (part 3),4
tech_ai,"Hey guys, welcome back, and if you are just finding this channel for the first time, you need to go back and watch parts one and two because what I'm about to tell you in this video is honestly the most important thing you will hear all year. I'm not exaggerating. This is not clickbait. This is real.

So we left off last time talking about how AI is basically changing everything, and since I posted that video, things have gotten so much more intense. Like, the pace of this is accelerating in ways that most people simply are not prepared for. And I want to be very clear with you right now — the window is closing. The people who are going to win in the next economy are already moving, and everyone else is going to be left behind wondering what happened.

Here's the thing nobody wants to say out loud. Millions of jobs are already gone. Not going to be gone. Already gone. And the jobs that are left? They're being transformed so fast that if you're not actively adapting right now, your skills are becoming obsolete in real time. I've been reading everything on this, I've been talking to people in the industry, and the consensus is pretty much unanimous — this is bigger than the internet. This is bigger than electricity. This is the single largest shift in human economic history.

And yet most people are just sitting there. Watching Netflix. Going to their nine to five. Acting like nothing is happening. That's the scary part to me.

So what do you do? Look, I'm not here to panic you, I'm here to wake you up. You need to learn AI. I know that sounds vague but it's genuinely the answer. You need to understand these tools, you need to get comfortable with them, you need to make yourself someone who works with AI instead of someone who gets replaced by it. The people thriving right now are the ones who leaned in early.

The ones who are struggling? They waited. Don't wait.

I put together something for the people who are serious about this — a lot of you have been asking me for a roadmap, for a structured way to actually navigate all of this, and I'm going to be dropping details about that very soon, so make sure you're subscribed and you've got the bell notification on because spots are going to be limited.

Look, at the end of the day it's adapt or die. That sounds harsh but I think you know it's true. The AI bubble, whether it pops or it doesn't, the underlying transformation is real and it is permanent.

Share this with someone who needs to hear it. Drop a comment below telling me what industry you're in, I'm curious how many of you are already feeling this pressure.

See you in part four.",LOW,the AI bubble (part 3),4
tech_ai,"Last time we covered reference-based metrics and human evaluation pipelines. Today I want to focus on a specific problem that both of those approaches struggle with: evaluating open-ended generation where there's no single correct answer and human annotation is too expensive to scale.

The problem is this. You have a model that summarizes legal documents, or answers questions about internal company data, or writes code explanations. You want to know if version B is actually better than version A. But hiring annotators for every experiment is slow and costs thousands of dollars per run. Reference-based metrics like ROUGE or BLEU correlate poorly with human judgment on these tasks, sometimes inverting the actual ranking entirely.

The solution that's gained the most traction is LLM-as-a-judge, where you use a capable language model to score or compare outputs. The mechanics are straightforward. You feed a judge model a prompt containing the original question, the model's response, and a rubric. The judge returns either a score or a preference between two outputs.

Here's what the prompt structure typically looks like. You give the judge explicit criteria: factual accuracy, relevance, completeness, and conciseness as separate dimensions. You ask it to reason before scoring, which is called chain-of-thought prompting, and you collect the score from the end of that reasoning. This reduces the rate at which the judge contradicts itself mid-response.

The paper that formalized this approach most rigorously is the MT-Bench paper from LMSYS, published in 2023. They introduced a benchmark of 80 multi-turn questions across eight categories, used GPT-4 as the judge, and validated judge agreement against human preferences. They found GPT-4 agreement with human votes exceeded 80 percent on single-turn tasks, which is competitive with inter-annotator agreement between humans.

But there are known failure modes you need to control for. Position bias is one: if you always put the reference output in position A, the judge will favor it. The fix is to run each comparison twice with the order swapped and only count it as a preference if both orderings agree. Verbosity bias is another: judges systematically prefer longer responses even when they're less accurate. You mitigate this by explicitly instructing the judge to penalize unnecessary padding, or by running a separate factuality check.

For tooling, the Eleuther AI harness, Ragas for RAG-specific evaluation, and the open-source project called Judgelm each give you infrastructure to run these pipelines without building from scratch. If you're evaluating retrieval-augmented generation specifically, Ragas separates context relevance, answer faithfulness, and answer relevance into distinct scored dimensions, which is more useful than a single holistic score.

The practical takeaway is that LLM-as-a-judge is not a replacement for human evaluation on high-stakes decisions, but it's a reliable signal for rapid iteration during development when you need to compare dozens of prompt variants or fine-tuning runs. Use it to filter candidates, then bring humans in for final validation.

Next time we'll cover adversarial evaluation and red-teaming methods.",HIGH,LLM evaluation methods (part 3),4
tech_ai,"Hey everyone, welcome back. If you're just joining us, this is part three of our series on the future of work, and honestly, things have gotten even more intense since our last video. Like, I don't even know where to start because everything is changing so fast and if you are not paying attention right now, you are going to get left behind. Period. Full stop.

So we've been talking about AI, we've been talking about automation, and the truth is it's happening faster than anyone predicted. Way faster. Experts are saying millions of jobs could disappear. Millions. And it's not just the jobs you think. It's not just factory workers or truck drivers anymore. It's accountants, it's lawyers, it's designers, it's writers, it's basically everyone. No one is safe. That's just the reality we're living in right now.

And I know that's scary to hear. I know. I felt the same way when I really started going down this rabbit hole. But the people who are thriving right now, the ones who are actually doing well, they understood something early. They saw what was coming and they did something about it. And the ones who didn't? Well, you can probably guess.

The thing is, AI is getting smarter literally every single day. Every day it wakes up and it's better than it was yesterday. And companies are already replacing entire departments. I've talked to people. I've seen it happen. The wave is coming and you either get on the surfboard or you get crushed. It's really that simple.

So what do you do? Honestly the biggest thing is just you need to start learning AI. Like, you need to get fluent in this stuff. Whatever your industry is, there is an AI version of it now and you need to understand how to work with that or you will become irrelevant. The people making six figures right now, the people who are future-proof, they adapted. They leaned in. They didn't ignore it and hope it would go away.

You also need to be building your personal brand, staying curious, staying agile. The skills that got you here won't get you there. That's just facts.

Look, I can't tell you exactly which skills to learn because honestly it depends on so many factors and things are changing so rapidly that anything I say today might be different by next month. That's how fast we're moving.

What I can tell you is that if this resonates with you, if you're feeling that urgency, I have something coming that's going to help. My newsletter, Future Ready, drops every Tuesday and I break down what you actually need to know. Link is in the description.

Don't wait. Don't be the person who watches this video and does nothing. Subscribe, hit the bell, and I'll see you in part four.",LOW,future of work anxiety (part 3),4
tech_ai,"Welcome back. In the previous two parts we covered scaled dot-product attention and how queries, keys, and values actually work. Today we're going to tackle multi-head attention, specifically why running several attention operations in parallel is more useful than just running one bigger one.

Here's the problem. A single attention head computes one set of relationships between tokens. If you're processing the sentence ""The bank approved the loan near the river bank,"" a single head has to decide whether ""bank"" is attending to financial context or geographic context. It can't easily do both simultaneously. You're forcing one representational space to carry multiple types of relationships.

Multi-head attention solves this by splitting the model's embedding dimension across several independent attention operations. Here's the concrete mechanism. Say your embedding dimension is 512 and you're using 8 heads. Each head works with a 64-dimensional projection. You create separate learned weight matrices — W_Q, W_K, W_V — for each head. Each head projects the input into its own lower-dimensional space, computes attention independently, then all outputs get concatenated and passed through one final linear projection back to 512 dimensions.

The critical insight is that these projections are learned. Head one might learn to track syntactic dependencies — which verb governs which noun. Head two might learn positional proximity. Head three might specialize in coreference, figuring out that ""it"" refers to ""the company"" mentioned earlier. Nobody explicitly programs these specializations. They emerge from training.

In PyTorch, the nn.MultiheadAttention module handles this directly. You specify embed_dim and num_heads, and it manages the projection matrices internally. When you call forward, you pass query, key, and value tensors, and it returns the attended output plus the attention weights if you need them for analysis.

This is exactly what the original Transformer paper, ""Attention Is All You Need"" by Vaswani et al. from Google Brain in 2017, demonstrated. They tested 8 heads against single-head attention on the WMT 2014 English-to-German translation benchmark. Multi-head attention outperformed, and importantly, visualizing the attention weights showed different heads actually capturing different linguistic patterns, which gave some interpretability alongside the accuracy gains.

Modern architectures like BERT from Google and GPT-2 from OpenAI both use multi-head attention as their core building block. BERT-base uses 12 heads across 12 layers. GPT-3 uses 96 heads in its largest configuration.

One practical note: the number of heads needs to divide evenly into your embedding dimension. If your embedding is 768, valid choices are 1, 2, 3, 4, 6, 8, 12. This isn't a deep theoretical constraint — it's just linear algebra bookkeeping.

Next part we'll look at positional encodings, because attention itself has no sense of order, and that turns out to matter quite a bit.",HIGH,attention mechanisms (part 3),4
tech_ai,"Hey what is up everyone, welcome back to the channel, and oh my gosh if you have not seen parts one and two of this series you need to go watch those right now because what I'm about to tell you in this video is even more insane than what we covered before.

Guys. Guys. The robots are coming. And I don't mean that metaphorically. I mean your job, your career, everything you have worked for, it is literally on the chopping block right now as we speak. Like while you are sitting there watching this video, somewhere out there an AI is learning how to do your job better than you. Faster than you. Cheaper than you. And the companies know it.

I've been doing a ton of research on this and the numbers are staggering. We're talking millions of jobs. Hundreds of millions maybe. Gone. Just wiped out. And it's not just the boring repetitive stuff anymore, it's everything. Creative jobs, technical jobs, jobs that require degrees, jobs that require years of experience. AI doesn't care. AI does not care about your resume.

And here's the thing that nobody is talking about. This is happening so much faster than anyone predicted. The experts, the economists, the people who were supposed to see this coming, they were way off. This is accelerating faster than we can even process.

So what do you do? What do you actually do with this information? And look I'm going to be real with you because that's what this channel is about, that's why you're here. You have two choices. You adapt or you get left behind. It really is that simple. The people who are going to win in this new economy are the people who learn how to work with AI, who understand AI, who basically become AI people. And the people who don't do that, honestly I don't know what to tell them.

You need to be learning AI skills. You need to be upskilling constantly. You need to be thinking about how your industry is going to change and positioning yourself ahead of that change. Start today. Not tomorrow. Today.

Now look I've actually put together something really special for people who are serious about not getting left behind. I've partnered with an incredible team and we've built out a full program that walks you through everything you need to know. The link is in the description, there's an early access option that's only available for like the next few days so you're going to want to jump on that.

But seriously even if you don't do that program, just please take this seriously. The urgency is real. Share this video with someone you care about because they need to hear this too.

Subscribe if you haven't already, drop a comment below telling me what industry you're in because I want to do a future video on which jobs are most at risk, and I'll see you in the next one. Stay ahead of the curve.",LOW,automation destroying careers (part 3),4
tech_ai,"Last time we covered dense retrieval models and why cosine similarity breaks down at scale. Today I want to focus on a specific problem that comes up constantly in production: choosing between general-purpose embedding models and task-specific ones, and when that distinction actually matters.

Here's the concrete problem. You're building a code search tool. Users type natural language queries like ""function that parses JSON from a string"" and you want to retrieve relevant code snippets. You grab text-embedding-ada-002 from OpenAI, embed everything, run similarity search, and the results are mediocre. Why?

General-purpose models like ada-002 or Cohere's embed-english-v3 are trained primarily on natural language text. They understand semantic relationships between words and sentences, but code has a completely different structure. Variable names, function signatures, syntax tokens — these carry meaning that general models partially ignore or misrepresent in the embedding space.

This is where models like Microsoft's GraphCodeBERT or the more recent Voyage Code 2 from Voyage AI become relevant. GraphCodeBERT was specifically pre-trained on code paired with documentation using data flow graphs, which means it captures structural relationships between variables, not just token co-occurrence. When you embed the query ""parse JSON from string"" using GraphCodeBERT, the resulting vector sits much closer to functions like json.loads() in Python than it would with a general-purpose model.

The benchmark that makes this concrete is CodeSearchNet, published by GitHub and the University of Edinburgh. It tests retrieval across six programming languages. On the Python split, GraphCodeBERT achieves around 0.692 MRR — mean reciprocal rank — while ada-002 typically scores in the 0.45 to 0.55 range depending on the evaluation setup. That's not a marginal difference. That's the gap between a tool users trust and one they abandon.

Now the practical application. If you're using LangChain or LlamaIndex to build a retrieval pipeline, both support custom embedding model integrations. You can swap in Voyage Code 2 through their API or run GraphCodeBERT locally via Hugging Face's sentence-transformers library, specifically the model microsoft/graphcodebert-base. The sentence-transformers interface lets you call model.encode() on both your query and your code corpus, then compute cosine similarity exactly as you would with any other model. The swap is about five lines of code.

The decision framework is straightforward. Start by asking what domain your retrieval operates in. If it's general prose, news, legal documents, customer support tickets — general models are fine and easier to maintain. If it's code, scientific papers, medical records, or multilingual content, look for domain-specific models first and check whether they've been evaluated on a benchmark that matches your actual task distribution.

The benchmark your model was evaluated on matters as much as the score. A model with 0.9 on one dataset can underperform a model with 0.7 on a different dataset that actually matches your use case.

Next part we'll get into late interaction models and why ColBERT changes the retrieval tradeoff entirely.",HIGH,embedding models comparison (part 3),4
tech_ai,"Hey, what's up everyone, welcome back to the channel, and if you are new here, make sure you hit that subscribe button because honestly the content we are covering today is going to change your life — or end your career, depending on which side of this you land on.

So this is part three of our series on why programmers are completely obsolete, and if you haven't watched parts one and two, go do that, links are down below, but honestly you can jump right in here because the situation has gotten even more serious since we posted those videos. Like dramatically more serious. Things are accelerating faster than anyone predicted and most developers have absolutely no idea what's coming for them.

Here's the reality. AI is not coming for programming jobs. It's already here. It already happened. The ship has sailed and if you are still writing code the same way you were writing it two years ago, I genuinely feel bad for you because the industry has moved on without you.

Companies everywhere — big companies, small companies, startups — they are all realizing they just don't need as many developers anymore. The numbers are staggering. You've probably seen the headlines. You've probably felt it if you've been job hunting lately. The market is brutal right now and it's only going to get worse.

And look, I know some of you are going to come into the comments and say oh this is just fearmongering, AI can't replace real software engineers, and to that I say — okay, keep thinking that. Keep being comfortable. See where that gets you in eighteen months.

The developers who are thriving right now, and I talk to a lot of them, they all have one thing in common. They adapted. They saw the wave coming and they got ahead of it. They learned AI. They figured out how to work with these tools in ways that make them ten times more valuable than someone who is just grinding out boilerplate code all day.

So what do you do? You learn AI. Simple as that. You need to be upskilling constantly, you need to understand the landscape, you need to position yourself as someone who leverages these tools rather than someone who competes with them.

The window is closing. It is genuinely closing. Every month you wait is a month someone else is pulling ahead of you.

If you want a structured path through all of this, I do have something coming that I think is going to be a game changer. Drop your email in the link below and I'll send you details when it's ready. Early access will go fast.

Adapt or get left behind. That's just the world we live in now.

Like the video, subscribe, and I'll see you in part four.",LOW,why programmers are obsolete (part 3),4
tech_ai,"Today we're picking up where we left off on feature stores, and I want to focus on something that breaks most teams when they move from prototype to production: training-serving skew.

Here's the problem. You train a model on historical data, it performs great in evaluation, you deploy it, and within weeks the performance degrades. The usual suspect isn't model drift. It's that the features your model sees during serving are computed differently than they were during training. Small differences compound. Your training pipeline uses a 30-day rolling average computed in Pandas over a static dataset. Your serving system computes that same average using a real-time aggregation in a different system, with slightly different null handling or timezone assumptions. The model never saw those inputs during training.

This is training-serving skew, and it's responsible for a significant portion of the unexplained performance gaps teams report after deployment.

The solution is a unified feature computation layer. Instead of writing your feature logic twice, you write it once and execute it in both contexts. Feast, Tecton, and Hopsworks all provide this abstraction. The core idea is that a feature definition becomes a declarative artifact. You define how a feature is computed, and the platform handles backfilling that computation for training data and serving it at low latency for inference.

Let me make this concrete. In Feast, you define a feature view that specifies your data source, your entity, and your transformation logic. When you call get_historical_features, Feast runs that logic against your offline store, typically something like BigQuery or Redshift, to produce your training dataset. When you call get_online_features, it retrieves precomputed values from your online store, typically Redis or DynamoDB. The transformation logic is registered once and applied consistently in both paths.

The catch is that this only eliminates skew for precomputed features. If you have real-time transformations, features that depend on request-time context, you need something like Tecton's on-demand feature transforms, or you need to push that computation into a streaming system like Flink and write results to your online store before serving time.

Uber's Michelangelo paper from 2017 is worth reading here. They describe exactly this architecture at scale and specifically call out feature computation consistency as one of the core engineering challenges they had to solve before Michelangelo could be trusted for high-stakes decisions.

The practical takeaway is this: before you touch your model architecture or your hyperparameters, audit where your features are actually computed. Write down every feature, where it's computed in training, where it's computed in serving, and whether those codepaths share any logic. If the answer is no, that's your first priority. Shared feature logic is boring infrastructure work, but it eliminates an entire class of production bugs that model improvements cannot fix.

Next part we'll cover monitoring strategies that actually catch this when it happens in production.",HIGH,building production ML systems (part 3),4
tech_ai,"Hey, what is up everyone, welcome back to the channel, and if you are new here, make sure you smash that subscribe button because honestly, the stuff we are covering right now is probably the most important content you will ever watch. I'm not exaggerating. This is part three of our surviving the AI revolution series and things have gotten so much more intense just since we posted part two, like, the pace of change is absolutely insane right now.

So let me just be real with you. AI is coming for everything. And I mean everything. Jobs that people thought were completely safe? Gone. Industries that seemed untouchable? Being disrupted as we speak. The statistics are staggering. Millions and millions of jobs are going to disappear, and most people are just walking around completely unaware that their entire career could be obsolete within the next few years. Maybe sooner.

And here's what really gets me. The people at the top, the big tech companies, the executives, they already know this. They are already preparing. But the average person? Nobody is telling you what you actually need to do, and that is why I made this channel.

Now some people in the comments from part two were asking me, okay but what do I actually do? And look, the answer is you need to learn AI. Full stop. If you are not learning AI right now you are falling behind. The window is closing faster than most people realize. Like this is genuinely a situation of adapt or die professionally speaking. The middle class as we know it could be completely restructured and the people who come out on top are going to be the ones who leaned in early.

The thing is, it does not matter what industry you are in. Creative fields, affected. Finance, affected. Healthcare, education, law, all of it is being touched by this technology in ways that are just mind blowing when you really sit with it. The old rules do not apply anymore and the sooner you accept that the better positioned you will be.

So what should you do? Start educating yourself. Immerse yourself in this space. Follow people who are talking about it. The information is out there if you go looking for it.

And speaking of which, I have been putting together something really special for people who are serious about not getting left behind. It is a comprehensive program that gives you everything you need to navigate this new landscape. Link is in the description, the first hundred people get a significant discount, so do not sleep on that.

Look, I genuinely care about this community and I want to see you guys thrive. Share this video with someone you care about because they need to hear this too. Part four is coming very soon and it is going to blow your mind. See you then.",LOW,surviving the AI revolution (part 3),4
tech_ai,"Last time we covered attention heads and how they let the model focus on different parts of the input sequence simultaneously. Today we're going into feedforward layers — specifically why they exist and what they're actually doing computationally.

Here's the problem attention alone doesn't solve. Attention is essentially a routing mechanism. It decides which tokens should influence which other tokens, and it aggregates information accordingly. But routing information around doesn't transform it. You can pass the right context to the right place, but you still need something that actually processes that context and extracts meaning from it. That's where the feedforward sublayer comes in.

Every transformer block has two main components: the multi-head attention layer, and immediately after it, a feedforward network. In the original ""Attention Is All You Need"" paper from Vaswani et al., this feedforward network is remarkably simple — just two linear transformations with a ReLU activation in between. In PyTorch terms, you're looking at a Linear layer, a ReLU or GELU activation, then another Linear layer. The hidden dimension is typically four times the model's embedding dimension. So in GPT-2 small, where the embedding dimension is 768, the feedforward hidden size is 3072.

Now here's what makes this interesting. Research from Geva et al. in 2021, specifically the paper ""Transformer Feed-Forward Layers Are Key-Value Memories,"" showed that these feedforward layers behave like lookup tables. The first linear projection acts as a key matrix — each row corresponds to a pattern the layer has learned to recognize. When the input activates certain neurons strongly, the second linear projection retrieves associated values, which are essentially distributional facts about language stored during training.

The practical implication is significant. When researchers at Anthropic and EleutherAI analyze which model components are responsible for factual recall — knowing that Paris is the capital of France, for example — it's overwhelmingly the feedforward layers, not the attention heads. Attention handles syntax and token relationships. Feedforward layers handle semantics and world knowledge.

You can verify this yourself with TransformerLens, a library built by Neel Nanda specifically for mechanistic interpretability. You can hook into individual feedforward neurons on any GPT-2 or GPT-Neo checkpoint, find neurons that fire strongly on specific concepts, and ablate them to watch model outputs degrade in predictable ways.

So to summarize the structure concretely: attention moves information between positions, feedforward networks transform information at each position. Both are needed. A model with only attention would route context perfectly but couldn't encode factual knowledge. A model with only feedforward layers would have rich semantic representations but no way to integrate context across a sentence.

Next video we'll look at layer normalization — specifically the difference between Pre-LN and Post-LN architectures and why that choice affected training stability enough that most modern models switched to Pre-LN by default.",HIGH,how transformers work (part 4),4
tech_ai,"Hey what's up everyone, welcome back to the channel, and if you are new here make sure you hit that subscribe button because honestly what I'm about to share with you today is something that every single developer needs to hear, like right now, today, not tomorrow, not next week, today.

So this is part four of our series on AI replacing software engineers and guys, since I posted part three just a few weeks ago, things have gotten so much more intense. Like the pace of this is just accelerating and honestly if you're not paying attention you are going to get left behind, and I mean that seriously.

Big tech companies are already doing it. They're cutting engineers, they're bringing in AI tools, and the numbers are staggering. The job market is shifting in ways we've never seen before and the developers who are still thinking this doesn't apply to them are going to wake up one day and it's just going to be too late. I've been talking to people in the industry and everyone is saying the same thing. This is real, this is happening, and it's moving faster than anyone predicted.

Now look, I'm not here to scare you, but also like, you should be a little scared? Because complacency is literally the most dangerous thing you can have right now as a developer. The engineers who are going to survive this are the ones who are adapting, and the ones who aren't are just going to become obsolete. It's really that simple.

So what do you do? Honestly the biggest thing is you just need to learn AI. Get familiar with these tools, understand where the industry is going, start positioning yourself now. The developers who are thriving are the ones who are leaning into this and figuring out how to work alongside AI instead of against it. You have to evolve your skillset, you have to stay relevant, and you have to do it fast.

A lot of you have been asking me to put together something more structured around this, and I hear you. I'm actually working on something right now, a resource that breaks all of this down in a way that's actually going to help you navigate this transition, so keep an eye on my newsletter link in the description because that's where I'm going to be dropping everything first.

The bottom line is this. The landscape is changing, the old way of being a software engineer is dying, and the question is just whether you're going to adapt or get left behind. There's really no middle ground anymore.

Okay that's it for today, if this resonated with you drop a comment below, share this with a developer friend who needs to hear it, and I will see you in part five where honestly things get even more intense. Take care everyone.",LOW,AI replacing software engineers (part 4),4
tech_ai,"Last time we covered approximate nearest neighbor search and why exact search breaks down at scale. Today we're going into indexing strategies — specifically why HNSW has become the default choice in production systems, and where it actually fails.

The problem is straightforward. You have a million vectors, each with 1536 dimensions — the output size from OpenAI's text-embedding-ada-002 model. You want to find the 10 most similar vectors to a query. Brute force cosine similarity means doing a million dot products every single query. That's manageable in a prototype. It's not manageable when you're serving thousands of requests per second.

HNSW stands for Hierarchical Navigable Small World. The paper is by Malkov and Yashunin, published in 2018, and it's worth reading. The core idea borrows from skip lists. You build multiple layers of a graph. The top layer is sparse — only a few nodes connected with long-range links. The bottom layer is dense — every vector is present, connected to its nearest neighbors. At query time, you enter at the top, greedily navigate toward your target, then drop down to the next layer and repeat. You're narrowing in on the answer quickly without checking everything.

In practice, Qdrant, Weaviate, and Milvus all use HNSW as their primary index. The two parameters you'll tune are M, which controls how many edges each node has, and ef_construction, which controls how thoroughly the graph is built during indexing. Higher M means better recall but more memory. In Qdrant's Python client, you'd set this when creating a collection — passing a HnswConfigDiff object with your M and ef values. The default M of 16 gives you roughly 95 percent recall at around 1 millisecond query latency on a million vectors, depending on hardware.

Here's where it breaks down. HNSW is built in memory. A million 1536-dimensional float32 vectors takes about 6 gigabytes before you add the graph structure on top. At 100 million vectors, you're looking at infrastructure that most teams can't afford to keep hot. This is why DiskANN, developed at Microsoft Research, matters. It's designed to run the index from SSD rather than RAM, accepting slightly higher latency — around 5 to 10 milliseconds — but reducing memory requirements by an order of magnitude. Azure AI Search now uses DiskANN under the hood for this reason.

The practical takeaway is this: if your dataset fits in memory and you need sub-millisecond latency, HNSW with M between 16 and 32 is your starting point. If you're working at hundreds of millions of vectors or you're cost-constrained on RAM, look at DiskANN or product quantization to compress the vectors before indexing.

Next video we'll cover filtering — specifically why combining metadata filters with vector search is harder than it looks, and how engines like Qdrant handle it without destroying recall.",HIGH,vector databases explained (part 4),4
tech_ai,"Hey what's up everyone, welcome back to the channel, and oh man, if you have not been keeping up with this series you need to go back and watch parts one, two, and three because things have gotten so much worse since we last talked about this. Like, significantly worse. And I don't say that to scare you, I say that because someone has to tell you the truth.

So coding jobs. They're basically gone. Or they're going to be gone. Very soon. We're talking months, not years, and honestly maybe even weeks at this point with how fast things are moving. I've been watching this space for a long time and what's happening right now is unlike anything we've ever seen before. The companies know it. The insiders know it. And regular developers are still out here acting like everything is fine, updating their LinkedIn, applying to jobs that are already being quietly eliminated.

And here's the thing nobody wants to talk about — the number of people affected by this is massive. Millions of jobs. Gone. Disrupted. Transformed into something that doesn't need you anymore. And the developers who thought they were safe? Junior devs, mid-level devs, even some senior people? They are feeling it right now. The layoffs are happening. The hiring freezes are real. You can feel it in the market if you're paying attention.

Now I've been getting a lot of comments asking me, okay so what do I actually do? And look, I hear you. I hear the anxiety in these comments and it's valid. It's completely valid. The ground is shifting under your feet.

But here's my advice, and I know this sounds simple, but you have to learn AI. Like, that's it. That's the move. The people who are going to survive this transition are the people who get ahead of it, who lean into it, who understand how to work with these tools instead of against them. Adapt or die, genuinely. I know that sounds harsh but that's where we are.

The developers who are thriving right now? They understood this early. They made moves. They didn't wait for their job to disappear before they started paying attention.

If you want to go deeper on this I actually have something coming up — a newsletter where I'm going to be breaking down exactly what skills matter, what the landscape looks like, and how to position yourself so you're not one of the people getting left behind. Link is in the description, it's free to sign up right now.

Look, I'm not here to make you feel hopeless. I'm here because I genuinely care about this community and I want you to be prepared. The people who watch this video and do nothing are going to look back and wish they had listened.

Stay ahead of it. I'll see you in part five.",LOW,the end of coding jobs (part 4),4
